user_id,session_date,session_length_minutes
user_9,2025-06-14,38
user_9,2025-06-12,16
user_9,2025-06-08,4
user_9,2025-06-13,4
user_9,2025-06-28,3
user_9,2025-06-14,18
user_9,2025-06-19,9
user_9,2025-06-28,16
user_9,2025-06-13,1
user_9,2025-06-14,34
user_9,2025-06-17,35
user_10,2025-06-27,7
user_10,2025-06-30,13
user_10,2025-06-29,2
user_10,2025-06-29,1
user_10,2025-06-29,1
user_10,2025-06-30,72
user_10,2025-06-29,8
user_10,2025-07-01,1
user_10,2025-06-27,56
user_11,2025-05-26,21
user_11,2025-05-23,20
user_11,2025-05-19,1
user_11,2025-05-25,15
user_11,2025-06-09,2
user_11,2025-06-05,4
user_11,2025-05-24,7
user_11,2025-05-24,3
user_11,2025-05-26,32
user_11,2025-05-24,13
user_11,2025-06-06,24
user_11,2025-05-25,5
user_11,2025-06-09,17
user_11,2025-05-21,6
user_11,2025-06-04,1
user_11,2025-05-20,31
user_11,2025-05-24,13
user_11,2025-06-09,10
user_11,2025-05-26,1
user_11,2025-05-19,5
user_12,2025-05-24,10
user_12,2025-06-02,24
user_12,2025-05-24,1
user_12,2025-06-20,6
user_12,2025-06-11,39
user_12,2025-06-06,3
user_12,2025-06-09,29
user_12,2025-06-01,8
user_12,2025-05-26,2
user_12,2025-05-30,17
user_12,2025-05-27,12
user_12,2025-05-27,20
user_12,2025-06-15,3
user_12,2025-05-27,3
user_12,2025-06-01,26
user_12,2025-06-18,6
user_12,2025-06-21,1
user_13,2025-06-02,15
user_13,2025-05-22,35
user_13,2025-05-12,1
user_13,2025-06-01,7
user_13,2025-05-12,12
user_13,2025-05-20,1
user_13,2025-05-14,1
user_13,2025-05-16,45
user_13,2025-06-20,20
user_13,2025-05-12,47
user_13,2025-05-18,3
user_13,2025-06-05,28
user_13,2025-05-24,24
user_13,2025-05-13,4
user_13,2025-05-22,4
user_13,2025-05-16,30
user_14,2025-05-26,36
user_14,2025-05-21,5
user_14,2025-05-14,7
user_14,2025-05-12,6
user_14,2025-05-13,12
user_14,2025-06-03,2
user_14,2025-05-23,23
user_14,2025-05-12,51
user_14,2025-05-19,9
user_14,2025-05-25,5
user_14,2025-05-22,1
user_14,2025-05-29,11
user_14,2025-05-21,5
user_14,2025-05-22,29
user_14,2025-05-17,19
user_14,2025-05-17,44
user_14,2025-05-17,36
user_14,2025-05-27,10
user_14,2025-05-13,10
user_15,2025-05-31,32
user_15,2025-05-28,20
user_15,2025-05-26,2
user_15,2025-06-08,2
user_15,2025-05-27,38
user_15,2025-05-28,72
user_15,2025-07-01,6
user_15,2025-05-24,24
user_15,2025-05-29,2
user_15,2025-06-05,1
user_15,2025-06-13,2
user_15,2025-05-25,3
user_15,2025-06-25,23
user_15,2025-06-09,10
user_15,2025-05-28,5
user_15,2025-05-30,16
user_15,2025-06-02,5
user_15,2025-06-22,3
user_15,2025-06-26,1
user_16,2025-06-27,16
user_16,2025-06-27,10
user_16,2025-06-24,18
user_16,2025-06-30,9
user_16,2025-06-28,7
user_16,2025-06-23,4
user_16,2025-06-23,22
user_16,2025-06-22,43
user_17,2025-06-12,47
user_17,2025-06-05,4
user_17,2025-06-10,17
user_17,2025-06-21,88
user_17,2025-06-09,1
user_17,2025-06-21,18
user_17,2025-06-07,13
user_17,2025-06-18,29
user_17,2025-06-11,7
user_17,2025-06-15,10
user_17,2025-06-08,26
user_17,2025-06-07,3
user_18,2025-06-18,2
user_18,2025-06-19,6
user_18,2025-06-09,2
user_18,2025-06-29,5
user_18,2025-06-24,18
user_18,2025-06-13,22
user_18,2025-06-09,10
user_18,2025-06-16,6
user_18,2025-06-10,24
user_18,2025-06-19,9
user_18,2025-06-09,7
user_19,2025-05-26,15
user_19,2025-06-10,2
user_19,2025-06-21,31
user_19,2025-05-25,24
user_19,2025-05-28,10
user_19,2025-06-08,65
user_19,2025-05-25,10
user_19,2025-05-30,9
user_19,2025-05-28,1
user_19,2025-06-04,11
user_19,2025-05-26,33
user_19,2025-06-09,13
user_19,2025-05-27,20
user_19,2025-05-27,5
user_19,2025-06-06,1
user_19,2025-05-24,1
user_19,2025-05-25,1
user_19,2025-05-27,3
user_19,2025-05-26,55
user_19,2025-05-31,9
user_19,2025-06-13,10
user_20,2025-05-07,7
user_20,2025-05-14,6
user_20,2025-05-11,1
user_20,2025-05-05,10
user_20,2025-05-30,9
user_20,2025-05-13,5
user_20,2025-05-04,1
user_20,2025-05-06,3
user_20,2025-05-04,28
user_20,2025-05-03,16
user_20,2025-05-07,14
user_20,2025-05-11,7
user_20,2025-05-06,26
user_21,2025-05-23,45
user_21,2025-05-26,16
user_21,2025-05-26,2
user_21,2025-05-30,14
user_21,2025-05-24,12
user_21,2025-06-06,17
user_21,2025-05-23,15
user_21,2025-06-03,31
user_21,2025-05-31,3
user_21,2025-06-03,22
user_21,2025-05-22,10
user_21,2025-05-26,22
user_21,2025-05-24,17
user_21,2025-06-15,31
user_21,2025-06-16,76
user_21,2025-05-22,19
user_21,2025-05-27,39
user_21,2025-05-24,79
user_21,2025-05-31,31
user_21,2025-05-22,4
user_22,2025-06-22,21
user_22,2025-06-26,18
user_22,2025-06-26,2
user_22,2025-06-22,17
user_22,2025-06-29,27
user_22,2025-06-29,10
user_22,2025-06-27,1
user_22,2025-06-26,74
user_22,2025-06-25,17
user_22,2025-06-27,1
user_22,2025-06-22,14
user_22,2025-06-22,4
user_23,2025-05-02,35
user_23,2025-05-17,5
user_23,2025-05-14,4
user_23,2025-05-02,4
user_23,2025-05-03,8
user_23,2025-05-07,14
user_23,2025-05-08,6
user_23,2025-05-02,18
user_23,2025-05-07,7
user_23,2025-05-22,27
user_23,2025-05-21,13
user_23,2025-05-03,23
user_23,2025-05-04,11
user_23,2025-05-02,34
user_23,2025-05-03,46
user_23,2025-05-21,12
user_24,2025-06-09,11
user_24,2025-06-08,12
user_24,2025-06-21,13
user_24,2025-05-30,30
user_24,2025-06-10,16
user_24,2025-05-25,12
user_24,2025-06-27,27
user_24,2025-06-09,1
user_24,2025-05-30,20
user_24,2025-06-10,1
user_24,2025-06-12,15
user_24,2025-05-26,7
user_24,2025-05-27,15
user_24,2025-05-24,3
user_24,2025-06-09,2
user_24,2025-05-26,12
user_24,2025-05-31,28
user_24,2025-05-29,31
user_25,2025-06-14,11
user_25,2025-06-18,27
user_25,2025-06-21,9
user_25,2025-06-14,5
user_25,2025-06-21,11
user_25,2025-06-20,3
user_25,2025-06-23,38
user_25,2025-06-15,13
user_25,2025-06-17,18
user_25,2025-06-13,18
user_25,2025-06-13,63
user_25,2025-06-25,31
user_25,2025-06-25,17
user_25,2025-06-18,39
user_26,2025-06-05,4
user_26,2025-05-30,5
user_26,2025-06-06,9
user_26,2025-06-04,78
user_26,2025-06-03,12
user_26,2025-05-31,1
user_26,2025-06-13,16
user_26,2025-06-13,3
user_26,2025-06-07,5
user_26,2025-06-01,1
user_26,2025-05-31,7
user_26,2025-05-31,85
user_26,2025-06-02,2
user_26,2025-06-01,17
user_26,2025-05-30,39
user_26,2025-07-01,5
user_27,2025-06-17,10
user_27,2025-06-10,4
user_27,2025-06-17,10
user_27,2025-06-08,23
user_27,2025-06-15,39
user_27,2025-06-08,30
user_27,2025-06-18,2
user_27,2025-06-18,11
user_27,2025-06-08,20
user_27,2025-06-11,62
user_27,2025-06-11,65
user_27,2025-06-30,6
user_27,2025-06-23,108
user_28,2025-05-09,6
user_28,2025-05-02,4
user_28,2025-05-05,11
user_28,2025-05-03,41
user_28,2025-05-14,1
user_28,2025-05-12,21
user_28,2025-06-02,1
user_28,2025-05-04,52
user_28,2025-05-28,25
user_28,2025-05-16,1
user_28,2025-05-09,5
user_28,2025-05-03,33
user_29,2025-07-01,76
user_29,2025-06-30,7
user_29,2025-06-30,26
user_30,2025-05-23,21
user_30,2025-06-02,23
user_30,2025-05-24,5
user_30,2025-06-21,51
user_30,2025-05-27,37
user_30,2025-05-27,11
user_30,2025-05-22,11
user_30,2025-05-28,1
user_30,2025-05-26,30
user_30,2025-06-01,20
user_30,2025-06-14,1
user_30,2025-05-29,30
user_30,2025-05-28,7
user_30,2025-05-22,43
user_30,2025-05-27,42
user_30,2025-05-29,22
user_30,2025-06-06,21
user_30,2025-05-26,14
user_30,2025-06-06,9
user_30,2025-05-25,2
user_30,2025-06-14,1
user_31,2025-06-07,22
user_31,2025-06-02,18
user_31,2025-06-16,35
user_31,2025-06-03,45
user_31,2025-06-12,42
user_31,2025-06-08,15
user_31,2025-06-27,46
user_31,2025-06-07,6
user_31,2025-06-06,9
user_31,2025-06-05,6
user_31,2025-06-21,1
user_31,2025-06-13,3
user_31,2025-06-06,1
user_31,2025-06-05,29
user_31,2025-06-23,5
user_31,2025-06-08,12
user_31,2025-06-22,28
user_32,2025-05-30,1
user_32,2025-05-17,47
user_32,2025-05-25,15
user_32,2025-05-19,8
user_32,2025-05-19,21
user_32,2025-05-17,25
user_32,2025-05-31,3
user_32,2025-05-18,10
user_32,2025-05-23,5
user_32,2025-05-22,41
user_32,2025-05-17,48
user_32,2025-06-30,2
user_32,2025-05-14,60
user_32,2025-06-12,2
user_32,2025-05-12,3
user_33,2025-06-27,18
user_33,2025-06-30,39
user_33,2025-06-30,23
user_33,2025-06-29,1
user_33,2025-06-30,33
user_33,2025-06-30,6
user_34,2025-05-22,25
user_34,2025-05-24,4
user_34,2025-05-27,5
user_34,2025-05-30,9
user_34,2025-05-27,15
user_34,2025-05-24,3
user_34,2025-06-12,11
user_34,2025-05-27,1
user_34,2025-05-28,16
user_34,2025-05-30,24
user_34,2025-05-23,5
user_34,2025-06-07,58
user_34,2025-05-23,13
user_34,2025-05-24,1
user_35,2025-07-01,1
user_35,2025-07-01,18
user_35,2025-06-30,5
user_36,2025-06-21,52
user_36,2025-06-30,7
user_36,2025-06-15,6
user_36,2025-06-20,27
user_36,2025-06-19,1
user_36,2025-06-25,32
user_36,2025-06-16,21
user_36,2025-06-18,43
user_36,2025-07-01,14
user_36,2025-06-24,42
user_36,2025-06-19,7
user_36,2025-06-27,4
user_36,2025-06-17,40
user_36,2025-06-25,10
user_36,2025-06-15,8
user_36,2025-06-16,3
user_37,2025-05-31,9
user_37,2025-05-29,1
user_37,2025-05-25,17
user_37,2025-06-03,10
user_37,2025-05-30,1
user_37,2025-06-01,14
user_37,2025-05-26,2
user_37,2025-05-26,2
user_37,2025-06-03,4
user_37,2025-05-27,3
user_37,2025-06-25,38
user_37,2025-05-27,7
user_37,2025-05-27,13
user_37,2025-05-25,22
user_37,2025-06-01,45
user_37,2025-05-26,32
user_37,2025-06-09,2
user_38,2025-06-20,6
user_38,2025-06-26,10
user_38,2025-06-19,72
user_38,2025-06-20,29
user_38,2025-06-22,3
user_38,2025-06-21,21
user_38,2025-06-26,12
user_38,2025-06-24,26
user_38,2025-06-18,22
user_38,2025-06-18,3
user_38,2025-06-30,11
user_39,2025-06-03,2
user_39,2025-06-02,28
user_39,2025-05-29,13
user_39,2025-06-07,36
user_39,2025-06-01,29
user_39,2025-05-27,2
user_39,2025-05-29,10
user_39,2025-06-14,8
user_39,2025-06-06,24
user_39,2025-06-04,8
user_39,2025-06-04,8
user_39,2025-05-27,98
user_39,2025-05-28,1
user_40,2025-07-01,9
user_40,2025-07-01,8
user_40,2025-06-28,13
user_40,2025-06-28,17
user_40,2025-06-30,41
user_40,2025-06-28,26
user_40,2025-06-28,50
user_40,2025-06-28,23
user_41,2025-06-13,1
user_41,2025-06-19,19
user_41,2025-06-18,33
user_41,2025-06-30,19
user_41,2025-06-11,23
user_41,2025-06-16,16
user_41,2025-06-21,8
user_41,2025-06-12,22
user_41,2025-06-11,51
user_41,2025-06-12,1
user_41,2025-06-15,9
user_41,2025-06-13,17
user_41,2025-06-16,1
user_41,2025-06-14,33
user_42,2025-06-08,7
user_42,2025-05-29,6
user_42,2025-06-14,78
user_42,2025-06-03,1
user_42,2025-05-29,7
user_42,2025-06-05,1
user_42,2025-06-25,9
user_42,2025-06-21,30
user_42,2025-06-11,18
user_42,2025-06-06,20
user_42,2025-06-06,16
user_42,2025-06-10,30
user_42,2025-06-17,4
user_42,2025-05-28,13
user_42,2025-06-04,35
user_42,2025-06-02,16
user_43,2025-06-30,18
user_43,2025-06-30,2
user_43,2025-07-01,3
user_43,2025-06-29,44
user_44,2025-06-11,7
user_44,2025-06-04,30
user_44,2025-06-11,5
user_44,2025-05-24,6
user_44,2025-06-02,1
user_44,2025-05-24,8
user_44,2025-05-19,20
user_44,2025-06-04,18
user_44,2025-06-04,6
user_44,2025-05-23,11
user_44,2025-05-16,16
user_44,2025-05-26,17
user_44,2025-05-29,16
user_44,2025-05-16,2
user_45,2025-05-15,11
user_45,2025-05-23,7
user_45,2025-05-27,20
user_45,2025-05-19,28
user_45,2025-05-25,20
user_45,2025-05-23,1
user_45,2025-05-26,9
user_45,2025-06-12,34
user_45,2025-05-23,5
user_45,2025-05-17,8
user_45,2025-05-21,7
user_45,2025-05-22,3
user_45,2025-06-22,2
user_45,2025-06-10,48
user_45,2025-05-22,25
user_45,2025-05-20,19
user_46,2025-07-01,1
user_46,2025-07-01,2
user_46,2025-07-01,21
user_48,2025-06-17,7
user_48,2025-06-18,12
user_48,2025-06-16,10
user_48,2025-06-24,61
user_48,2025-06-23,34
user_48,2025-06-23,1
user_48,2025-06-19,17
user_48,2025-06-18,4
user_48,2025-06-18,51
user_48,2025-06-30,9
user_48,2025-06-23,12
user_48,2025-06-18,14
user_48,2025-06-16,2
user_50,2025-06-27,41
user_50,2025-06-23,1
user_50,2025-06-24,17
user_50,2025-06-23,25
user_50,2025-06-21,6
user_51,2025-06-20,15
user_51,2025-06-19,7
user_51,2025-06-19,18
user_51,2025-06-19,21
user_51,2025-06-17,65
user_52,2025-06-26,27
user_52,2025-07-01,6
user_52,2025-06-27,13
user_52,2025-06-29,4
user_52,2025-07-01,26
user_52,2025-06-29,8
user_52,2025-06-29,10
user_53,2025-06-27,2
user_53,2025-06-27,3
user_53,2025-06-22,53
user_53,2025-06-30,21
user_53,2025-06-26,47
user_53,2025-07-01,29
user_53,2025-06-25,64
user_53,2025-06-22,6
user_53,2025-06-24,6
user_53,2025-06-21,1
user_53,2025-06-24,4
user_53,2025-06-23,31
user_54,2025-07-01,10
user_54,2025-06-27,22
user_54,2025-06-26,61
user_54,2025-06-26,54
user_54,2025-06-26,26
user_55,2025-05-09,54
user_55,2025-05-03,13
user_55,2025-05-14,31
user_55,2025-05-11,47
user_55,2025-05-31,1
user_55,2025-05-08,1
user_55,2025-05-06,15
user_55,2025-05-27,37
user_55,2025-05-04,1
user_55,2025-05-11,15
user_55,2025-05-06,45
user_55,2025-05-29,10
user_55,2025-05-25,9
user_55,2025-05-16,12
user_56,2025-06-12,26
user_56,2025-06-10,1
user_56,2025-06-07,13
user_56,2025-06-17,8
user_56,2025-06-17,23
user_56,2025-06-18,13
user_56,2025-06-30,13
user_56,2025-06-11,4
user_56,2025-06-09,1
user_56,2025-06-16,5
user_57,2025-06-23,5
user_57,2025-06-21,29
user_57,2025-06-21,12
user_57,2025-06-27,23
user_57,2025-06-30,33
user_57,2025-06-20,7
user_57,2025-06-23,3
user_57,2025-06-23,7
user_57,2025-06-27,21
user_57,2025-06-24,25
user_57,2025-06-24,6
user_57,2025-06-27,1
user_57,2025-06-20,10
user_58,2025-05-07,37
user_58,2025-05-20,18
user_58,2025-05-24,10
user_58,2025-05-09,14
user_58,2025-05-14,15
user_58,2025-05-15,59
user_58,2025-05-30,41
user_58,2025-05-23,57
user_58,2025-05-08,6
user_58,2025-05-13,37
user_58,2025-05-14,27
user_58,2025-05-08,5
user_58,2025-05-20,3
user_58,2025-05-11,6
user_58,2025-05-11,24
user_58,2025-05-11,16
user_58,2025-05-08,32
user_58,2025-05-11,20
user_58,2025-05-19,4
user_58,2025-05-28,19
user_58,2025-05-12,4
user_58,2025-06-04,28
user_58,2025-05-09,8
user_59,2025-06-04,11
user_59,2025-06-02,9
user_59,2025-05-23,20
user_59,2025-06-27,7
user_59,2025-05-27,22
user_59,2025-05-28,37
user_59,2025-06-04,1
user_59,2025-06-03,39
user_59,2025-05-31,38
user_59,2025-05-22,8
user_59,2025-06-10,4
user_59,2025-05-21,31
user_59,2025-06-08,3
user_59,2025-06-09,23
user_59,2025-05-28,35
user_59,2025-05-26,4
user_59,2025-05-24,14
user_59,2025-05-28,32
user_60,2025-05-24,4
user_60,2025-05-09,41
user_60,2025-05-09,5
user_60,2025-05-20,10
user_60,2025-05-29,7
user_60,2025-05-09,7
user_60,2025-05-17,9
user_60,2025-05-16,41
user_60,2025-06-02,6
user_60,2025-05-15,15
user_60,2025-06-07,131
user_60,2025-05-11,25
user_60,2025-05-13,1
user_60,2025-05-09,12
user_60,2025-05-15,1
user_60,2025-05-20,6
user_60,2025-05-17,7
user_60,2025-05-10,10
user_60,2025-05-11,15
user_61,2025-06-09,22
user_61,2025-06-22,2
user_61,2025-06-14,1
user_61,2025-06-17,6
user_61,2025-06-15,14
user_61,2025-06-15,17
user_61,2025-06-13,59
user_61,2025-06-23,6
user_61,2025-06-26,11
user_61,2025-06-25,34
user_62,2025-05-21,7
user_62,2025-05-21,25
user_62,2025-05-20,1
user_62,2025-05-30,3
user_62,2025-05-19,5
user_62,2025-05-22,12
user_62,2025-05-18,70
user_62,2025-05-30,7
user_62,2025-05-21,11
user_62,2025-05-27,3
user_62,2025-05-20,39
user_63,2025-05-24,21
user_63,2025-05-08,23
user_63,2025-05-04,26
user_63,2025-05-10,33
user_63,2025-06-03,52
user_63,2025-05-27,14
user_63,2025-05-08,12
user_63,2025-05-15,43
user_63,2025-05-06,50
user_63,2025-05-20,77
user_63,2025-05-25,6
user_63,2025-05-05,2
user_64,2025-06-10,45
user_64,2025-06-03,1
user_64,2025-05-27,2
user_64,2025-05-29,13
user_64,2025-05-25,8
user_64,2025-05-26,20
user_64,2025-05-31,13
user_64,2025-05-30,62
user_64,2025-05-27,14
user_64,2025-06-07,16
user_64,2025-06-20,9
user_64,2025-05-31,1
user_65,2025-06-30,15
user_65,2025-06-29,23
user_65,2025-07-01,12
user_65,2025-06-29,12
user_65,2025-06-29,89
user_66,2025-05-19,11
user_66,2025-05-24,29
user_66,2025-05-14,17
user_66,2025-05-16,8
user_66,2025-05-18,12
user_66,2025-05-18,2
user_66,2025-05-15,1
user_66,2025-05-20,61
user_66,2025-05-15,58
user_66,2025-05-27,20
user_66,2025-05-24,35
user_66,2025-05-15,14
user_66,2025-05-25,17
user_67,2025-06-30,15
user_67,2025-06-23,8
user_67,2025-06-28,44
user_67,2025-06-25,34
user_67,2025-06-24,2
user_67,2025-06-19,1
user_67,2025-06-23,8
user_67,2025-07-01,27
user_67,2025-06-19,4
user_67,2025-06-22,15
user_67,2025-06-20,2
user_67,2025-06-20,10
user_67,2025-06-23,31
user_67,2025-06-26,2
user_67,2025-06-24,6
user_67,2025-06-23,13
user_68,2025-06-27,29
user_68,2025-06-28,1
user_68,2025-06-29,26
user_68,2025-06-29,46
user_68,2025-06-28,81
user_69,2025-05-09,9
user_69,2025-05-22,9
user_69,2025-05-13,18
user_69,2025-05-29,1
user_69,2025-05-13,3
user_69,2025-05-20,2
user_69,2025-05-19,6
user_69,2025-05-11,55
user_69,2025-05-09,11
user_69,2025-05-09,13
user_69,2025-05-15,7
user_70,2025-06-06,30
user_70,2025-06-02,17
user_70,2025-05-28,6
user_70,2025-05-27,5
user_70,2025-05-28,14
user_70,2025-06-03,57
user_70,2025-05-28,20
user_70,2025-06-11,16
user_70,2025-05-28,6
user_70,2025-05-26,7
user_71,2025-06-24,24
user_71,2025-06-28,23
user_71,2025-06-26,3
user_71,2025-06-27,17
user_71,2025-06-22,14
user_71,2025-06-25,14
user_71,2025-06-22,7
user_71,2025-06-30,11
user_71,2025-06-25,7
user_71,2025-06-26,36
user_71,2025-06-27,9
user_71,2025-06-27,16
user_71,2025-06-24,27
user_72,2025-05-17,4
user_72,2025-05-14,32
user_72,2025-05-06,3
user_72,2025-05-02,11
user_72,2025-05-06,16
user_72,2025-05-04,39
user_72,2025-05-04,5
user_72,2025-05-08,13
user_72,2025-05-04,6
user_72,2025-05-03,25
user_72,2025-05-16,12
user_72,2025-05-14,26
user_72,2025-05-03,67
user_72,2025-05-19,4
user_72,2025-05-04,2
user_73,2025-05-26,30
user_73,2025-06-02,18
user_73,2025-05-31,1
user_73,2025-05-23,20
user_73,2025-05-20,1
user_73,2025-06-08,23
user_73,2025-05-23,23
user_73,2025-06-04,7
user_73,2025-05-20,53
user_73,2025-05-24,2
user_74,2025-05-30,6
user_74,2025-05-30,95
user_74,2025-05-30,17
user_74,2025-06-22,3
user_74,2025-06-26,43
user_74,2025-05-30,20
user_74,2025-06-11,85
user_74,2025-05-29,29
user_74,2025-06-01,3
user_74,2025-06-02,31
user_74,2025-06-03,15
user_74,2025-06-02,19
user_74,2025-06-01,9
user_75,2025-06-16,4
user_75,2025-06-22,1
user_75,2025-06-18,14
user_75,2025-06-16,6
user_75,2025-06-23,17
user_75,2025-06-26,10
user_75,2025-07-01,4
user_75,2025-06-17,22
user_75,2025-06-24,31
user_75,2025-06-29,19
user_75,2025-06-23,2
user_76,2025-07-01,13
user_77,2025-05-17,10
user_77,2025-05-29,3
user_77,2025-06-30,2
user_77,2025-05-07,44
user_77,2025-05-09,26
user_77,2025-05-23,39
user_77,2025-06-23,6
user_77,2025-05-19,2
user_77,2025-05-12,37
user_77,2025-05-11,17
user_77,2025-05-14,20
user_77,2025-06-12,1
user_77,2025-05-15,39
user_77,2025-05-13,1
user_77,2025-05-15,8
user_78,2025-06-13,11
user_78,2025-06-15,48
user_78,2025-06-14,6
user_78,2025-06-20,6
user_78,2025-06-15,18
user_78,2025-06-13,1
user_78,2025-06-17,25
user_78,2025-06-21,10
user_78,2025-06-21,9
user_78,2025-06-13,22
user_78,2025-06-29,4
user_78,2025-06-16,25
user_78,2025-06-13,33
user_78,2025-06-25,26
user_78,2025-06-14,25
user_78,2025-06-24,35
user_78,2025-06-13,1
user_79,2025-06-30,3
user_79,2025-06-30,7
user_79,2025-07-01,18
user_79,2025-07-01,4
user_79,2025-06-30,11
user_80,2025-05-17,15
user_80,2025-05-08,11
user_80,2025-05-26,44
user_80,2025-05-25,2
user_80,2025-05-10,1
user_80,2025-05-11,2
user_80,2025-05-14,22
user_80,2025-05-28,27
user_80,2025-06-04,1
user_80,2025-05-08,21
user_80,2025-05-11,5
user_80,2025-05-12,6
user_80,2025-05-15,11
user_80,2025-05-15,22
user_80,2025-05-12,5
user_80,2025-05-09,8
user_80,2025-05-21,28
user_80,2025-05-18,5
user_80,2025-05-16,16
user_81,2025-06-22,16
user_81,2025-06-28,2
user_81,2025-06-29,2
user_81,2025-06-16,74
user_81,2025-06-16,11
user_81,2025-06-18,13
user_81,2025-06-26,8
user_81,2025-06-25,7
user_81,2025-06-24,7
user_81,2025-06-19,1
user_82,2025-06-07,12
user_82,2025-06-21,2
user_82,2025-06-23,45
user_82,2025-06-09,4
user_82,2025-06-08,8
user_82,2025-06-05,18
user_82,2025-06-10,40
user_82,2025-06-04,20
user_82,2025-06-18,28
user_82,2025-06-25,26
user_82,2025-06-30,8
user_82,2025-06-10,1
user_82,2025-06-04,5
user_82,2025-06-05,6
user_82,2025-06-05,1
user_82,2025-06-28,1
user_82,2025-06-17,3
user_82,2025-06-28,44
user_83,2025-05-14,83
user_83,2025-06-04,45
user_83,2025-05-24,8
user_83,2025-06-05,6
user_83,2025-05-22,2
user_83,2025-06-08,3
user_83,2025-05-16,16
user_83,2025-05-28,19
user_83,2025-05-16,1
user_83,2025-05-28,84
user_83,2025-05-30,12
user_83,2025-06-06,10
user_83,2025-05-21,12
user_83,2025-05-19,29
user_83,2025-05-21,7
user_83,2025-05-16,1
user_83,2025-05-22,5
user_84,2025-05-28,27
user_84,2025-05-24,44
user_84,2025-06-13,32
user_84,2025-05-27,7
user_84,2025-06-26,6
user_84,2025-05-19,11
user_84,2025-05-17,76
user_84,2025-05-25,16
user_84,2025-05-27,13
user_84,2025-05-17,18
user_85,2025-06-19,5
user_85,2025-06-07,3
user_85,2025-06-09,37
user_85,2025-06-22,9
user_85,2025-06-13,25
user_85,2025-06-07,3
user_85,2025-06-14,79
user_85,2025-06-09,24
user_85,2025-06-07,6
user_85,2025-06-12,7
user_85,2025-06-06,6
user_85,2025-06-05,24
user_85,2025-06-11,1
user_85,2025-06-06,2
user_85,2025-06-14,1
user_85,2025-06-19,1
user_85,2025-06-07,44
user_86,2025-06-25,37
user_86,2025-06-28,22
user_86,2025-06-21,19
user_86,2025-06-25,1
user_86,2025-06-19,2
user_86,2025-06-29,16
user_86,2025-06-27,1
user_86,2025-06-25,51
user_86,2025-06-24,19
user_86,2025-06-26,39
user_86,2025-06-23,43
user_86,2025-06-21,6
user_86,2025-06-19,31
user_86,2025-06-24,5
user_87,2025-06-26,16
user_87,2025-06-18,12
user_87,2025-06-13,49
user_87,2025-06-10,10
user_87,2025-06-13,13
user_87,2025-06-15,14
user_87,2025-06-10,14
user_87,2025-06-11,4
user_87,2025-06-09,28
user_87,2025-06-14,19
user_87,2025-06-22,22
user_87,2025-06-15,9
user_88,2025-05-10,37
